input,output
[9.521821598909078],-0.09689139229123434
[9.070961613790224],0.3464802739029509
[-7.824506757758551],-0.999565647283384
[4.661781832368714],-0.9987197315593617
[9.211692907445677],0.21147618057068085
[-0.8769629183321861],-0.768800247221141
[-2.66161322157404],-0.46176093174620947
[-3.5683556521512543],0.4139263001068991
[0.3828693964653489],0.37358364580524683
[-0.6321920115305311],-0.5909145467445182
[3.520054773076124],-0.36949185610160146
[-7.697394112542852],-0.9877652041558705
[2.2731333359349115],0.7633345573971259
[-6.465176539347541],-0.18098827841402032
[-1.7126786756663854],-0.9899515732587834
[-3.6057374276747005],0.4476582181816861
[-2.9578928765832835],-0.18266834208581237
[-5.215914803195403],0.8758867410967016
[-7.060982517771041],-0.70171172140087
[1.1160553493407104],0.8983748286912301
[5.444613488238863],-0.7436891031047012
[-4.054595574319382],0.7913432070685564
[7.283390855683937],0.8415820253618292
[2.0457221801014764],0.8893266293122227
[0.28727585203058403],0.28334076920324647
[7.4985568385131955],0.9374987494145424
[7.05099118729953],0.6945583821656715
[-0.5259414801601032],-0.502027467742743
[0.02492024129587378],0.024917662054457706
[-4.675252599199182],0.9993105238403552
[-3.456625035308911],0.3098472594864448
[-7.319983245680016],-0.8607788604205278
[-2.865175094986272],-0.2729109577853468
[6.18773907579903],-0.0953013784511252
[-7.986182284518602],-0.991274213500413
[-7.275841658726461],-0.8374805404633456
[-8.753665750872539],-0.6218573769878145
[5.934275618295395],-0.3418733953329518
[6.144373352097777],-0.1383665953596651
[-4.644767101157741],0.9977145118319101
[8.949071473945647],0.45796660658275046
[8.402947936311126],0.8530643670561574
[6.656978766923551],0.36514956785541275
[-5.52329195960553],0.6888441356735903
[8.916727715628603],0.48647468220305545
[6.879499334042858],0.5615964796540329
[2.69638571404718],0.43064465692087217
[-8.956204902025904],-0.45161360916267596
[-3.061311679145035],-0.08019476661695153
[-7.113913452545635],-0.7384225830998916
[2.717892160609667],0.4111365327009709
[4.117925077591391],-0.8284488669977894
[-4.923693554361117],0.9777581311790469
[-1.5430506587340993],-0.9996151136440489
[8.59319577215133],0.738998227771355
[2.2950235058630746],0.7490116833444252
[4.193589823372932],-0.8684152288558569
[4.891397707553491],-0.9840206765380725
[1.9640859357292246],0.9236533864462485
[9.21943468941448],0.20390323149517156
[3.1075064675116906],0.03407958585294069
[2.7327638997780053],0.39753488055254305
[-2.85305178905025],-0.2845537135754605
[4.825476772053278],-0.9936123875603667
[3.1818917395327304],-0.04028817909969139
[1.0588372384614875],0.8717864511005179
[-8.262166445892445],-0.9178428624069636
[-1.7826052373117367],-0.9776522294895825
[4.058556748018507],-0.7937587436559507
[6.207843981363379],-0.07527006918860941
[2.1433219958049943],0.8405353594255551
[7.850356103469789],0.9999934277714788
[4.9951264078228625],-0.9602953348839784
[-0.790367020526455],-0.710611550246365
[9.984957941774603],-0.5313386791432204
[-5.424324011003998],0.7570991386887804
[4.953838691163545],-0.9709923542014841
[7.40156734725926],0.8993943476093456
[-3.70475119036276],0.5338596302467904
[9.930471209284985],-0.48441403742330247
[-2.846906576837185],-0.2904394733670605
[0.2415734645249561],0.23923069739075004
[-9.245143200874406],-0.17867022231882812
[4.697985727203278],-0.9998962749420937
[4.020969418876319],-0.7703416345281079
[3.402268329623439],-0.25773345970632067
[7.399771488568],0.8986078592705415
[-1.4223066100077997],-0.988995644081943
[-6.192999366605145],0.09006373566651106
[0.2257679349668713],0.22385487475289043
[6.872921600869745],0.5561418792701849
[-2.3812070714199685],-0.6892008777331963
[-2.5087071336936457],-0.5914738814843723
[4.304548229890287],-0.9179793811700011
[-1.6056151017007672],-0.9993938876956131
[2.4886611629054993],0.6075175142584188
[2.4589078000490154],0.6308784240709101
[-4.506337918329384],0.9788464820417401
[-2.1501790130194687],-0.8368007932411066
[7.279777740559247],0.8396249868987842
[6.097997468463841],-0.18413116376480515
[4.087253478713535],-0.8108838304022625
[-8.450262846036502],-0.8274296887543405
[3.6783608241150496],-0.5113613432799904
[4.542573995894465],-0.9856160513992923
[-9.988210170107415],0.5340910204154671
[-9.359752889334219],-0.06497925730476445
[0.9450218139971867],0.810509710988486
[4.293749849557969],-0.9136430032674742
[3.7986876914559176],-0.6108193706976169
[5.102602921923104],-0.924827700596517
[-6.506566232614476],-0.22152780605059721
[-6.781068670313957],-0.47756694243891856
[5.965456231591039],-0.3124101094608957
[6.232599123748596],-0.050564611504795284
[-0.3643756226099697],-0.3563659791810203
[3.1081195222396403],0.03346688086907979
[-4.805884729997317],0.9956324553512299
[9.88627503874806],-0.44528906942863333
[-7.674333127134368],-0.983906559681617
[-6.429999397994113],-0.1462872445438803
[-5.093278108355028],0.9283344727786222
[4.070084268745767],-0.8007172655749764
[5.222261123095034],-0.8728069175316496
[-3.032478299990884],-0.1088979642578813
[-4.195846684111371],0.86953205286429
[3.4291509467971792],-0.2836116244364745
[-1.3588868831705874],-0.9776310896017703
[-9.413815478162967],-0.010962263036468701
[-4.461782257495075],0.9687621377403318
[8.857687557994804],0.5371801752538095
[-2.088942759139403],-0.8687386893140168
[-6.920555209787834],-0.595083788311442
[3.0594744735451727],0.08202591859700753
[-5.08396168089901],0.9317574800617507
[-8.150902061971244],-0.9562420333527524
[1.247995745020967],0.9483507273108633
[-3.9194544575104517],0.701757740164134
[0.8759767292127876],0.7681692163749492
[3.7361555293323523],-0.560146697162329
[0.5612120316747582],0.5322127075388757
[9.101010206680971],0.31814080499529385
[-2.051298082165265],-0.8867631109535222
[-1.5742441768820736],-0.9999940561707764
[-0.7695523305199217],-0.6958137821863625
[-1.166411546682875],-0.9193446313900396
[7.315508022079058],0.8584924529502257
[-3.105044413771372],-0.03654010366477282
[-9.493025169048199],0.0681942416562091
[6.667319955620602],0.3747569897634292
[9.66137822124653],-0.23439896297607932
[-9.663457561479074],0.23641986561537076
[8.527048729763639],0.7819133586287121
[-8.476815164270972],-0.8122288108652093
[-5.908106092549012],0.3663462377543146
[-7.823679878737069],-0.9995409369422147
[4.278358907004648],-0.9072783528290317
[7.8671653446794245],0.9999130961447668
[-7.376197379800857],-0.8880159298599616
[-9.754081648918842],0.3233842093970311
[4.457862161610253],-0.9677825451455894
[9.808126524801317],-0.3740280770563601
[-9.719089676380284],0.29008122933074915
[5.255522720904098],-0.8560933037237802
[3.4316347527491082],-0.2859925661129993
[9.305414085297116],0.11908063318586189
[-9.289631806703703],-0.13473513382758026
[-9.387731386752796],-0.03703810051135061
[4.824503882584946],-0.9937217048715786
[3.800560678935515],-0.6123012736821399
[-3.524348526040315],0.37347833891977833
[2.5850316726495564],0.5282693360617892
[3.138626715943788],0.0029659332975537946
[4.35548920415445],-0.9369844532500525
[9.95715288260297],-0.5075810129610654
[-9.506528256529744],0.08165926846810506
[-1.5475684536399736],-0.9997302450831744
[-7.199008082925255],-0.7930640394471097
[4.2167346308222236],-0.879657684715651
[-0.9304488911465469],-0.8018882224920033
[-7.453637944274433],-0.9209271005331944
[-9.680617525316231],0.2530577354353542
[-2.258076427725195],-0.7729744769724194
[1.8381513086895556],0.9644730336957272
[4.431589110904806],-0.9608340824480794
[-9.135054274267002],-0.28568743847528205
[1.9276408120013997],0.9370037689011347
[-7.280495317171482],-0.8400145342969323
[-9.250649945350451],-0.17324940515173837
[-6.198586986238639],0.08449744709732145
[-1.266756046399415],-0.9541347104949139
[-5.004184683674982],0.9577288454847936
[0.19615244863388526],0.19489701308438298
[-2.8334163629396354],-0.30332135047107694
[-3.796305449245361],0.6089314513985957
[8.832711590755999],0.558076864794675
[2.7045353463624124],0.4232752185306663
[-0.9415237401253247],-0.8084558462489874
[6.896488050492561],0.5755714177401142
[-8.970077745058214],-0.43919300951899143
[7.6593295206843734],0.9811150189848261
[-1.9849265999480465],-0.9154666394489465
[-1.8764923457871934],-0.9536377117894378
[9.750980790402284],-0.3204484169697093
[2.8223316056775047],0.31386503530147203
[6.764896398060284],0.46329622771870704
[7.892097581515543],0.9992736752131733
[-4.403817229450615],0.9527682981198694
[5.250868873664242],-0.8584892316749563
[-1.26054453269073],-0.9522567277313405
[-1.2404944047991062],-0.9459444646928791
[-2.305226556658706],-0.7422127135034249
[9.729962340807461],-0.30046904044132
[3.3668103348478713],-0.2233185512517015
[8.296274552153765],0.9037726413799901
[9.827452065352869],-0.39187996046656476
[2.3837127187902567],0.6873831984203786
[-2.7320538812554584],-0.39818628410490814
[-6.686643275985427],-0.3926010079047357
[5.781274841655771],-0.4811012538908833
[6.9781670011429],0.6403713794046054
[3.5958635801706063],-0.4388072988270721
[3.4545730339424523],-0.307895593636195
[0.3410808045581639],0.3345058307026362
[-5.961573126450828],0.31609649020219605
[2.2122917771253405],0.8012017852050867
[-0.16439298799488533],-0.1636535329829914
[-4.91453552991185],0.9796378666974502
[-4.1651402104998425],0.8539593265995107
[-9.6892045270717],0.2613558085571567
[3.922580478608797],-0.703981334136005
[7.705164865066195],0.9889472055820324
[-1.6294926174472941],-0.9982778672491478
[-8.039250504479938],-0.9828867573044876
[6.247953086044571],-0.03522493257281573
[1.417139290033866],0.9882179665460022
[0.18721229176149556],0.18612062338501711
[-1.987994130028632],-0.9142279789150456
[2.6098019599107722],0.5070775530292171
[9.397975984482393],0.026798767553794588
[7.946469654925803],0.9957260309334823
[-3.0679763523592163],-0.07354982704150796
[-3.1812529224609687],0.03964987250527726
[1.2750251894567288],0.9565776575065909
[-7.580931585556163],-0.9629528709524395
[-1.23680910078118],-0.9447427940924119
[-3.8489068714542203],0.649794627715594
[7.983472048136498],0.9916278246918611
[-0.23116999545604244],-0.22911655249515667
[7.477786065298989],0.9300690530276802
[-9.814339198808664],0.379782563628169
[-8.796717383177143],-0.5875765442767658
[-4.734321108690642],0.9997595005146044
[-9.000585600468993],-0.41158485630011543
[3.4239209880636814],-0.2785925559694853
[-3.2289635856397396],0.0872598141842974
[-7.8592378765792015],-0.9999861859886447
[5.103992470327331],-0.9242982427650167
[-5.272499330007825],0.8471964896582503
[-4.219153649613377],0.8808056130025635
[-9.534443132236705],0.10944548982794042
[-4.1058902197630065],0.8216487359622808
[3.4995861041217697],-0.350395602091374
[-2.7760720129870613],-0.35743558883445714
[-9.26072421070395],-0.16331885929071327
[2.2755000626191784],0.7618035075433379
[2.090203632342673],0.8681135253348583
[-0.5869584549553348],-0.5538311098597082
[9.819606171494367],-0.3846496222202502
[-6.000737135301786],0.2787076469362272
[6.60833983068256],0.3194552163541094
[5.770104679519509],-0.4908635270364313
[-8.972892701916395],-0.4366623359997707
[-7.3519965535947085],-0.8766291352093296
[5.446873639480037],-0.742176235872155
[-7.402118351204727],-0.8996350759406103
[0.5562494749864157],0.5280048179393935
[1.906273274218698],0.9442533966133101
[9.576192626556413],-0.15083676308850993
[5.237757971429575],-0.8651389396080068
[2.354577131031128],0.7082495014757899
[5.236032433953957],-0.8660030639346161
[-8.28032157366788],-0.9104854302806566
[5.422830264640947],-0.758074158180412
[-8.077649790614354],-0.9750903851600566
[4.477462011929148],-0.9725313436219718
[4.427629164542381],-0.9597291545416831
[-0.599541748009802],-0.5642642024341438
[9.63750115229631],-0.21112248910925796
[-6.56889050687985],-0.28183413443828226
[-8.566189913945339],-0.7569205966242761
[7.1524595793530885],0.7638607672192778
[-8.574941574026827],-0.7511724130927915
[-7.9499313765137325],-0.9954003539088041
[3.036993411134297],0.10440861002571444
[0.8265759308299252],0.7356162285001153
[-6.469718155475064],-0.18545300899181333
[4.016608005891847],-0.7675533429229562
[-1.5477158636851325],-0.9997336579351751
[6.469121624713534],0.18486679320769744
[-0.2320498974434564],-0.22997295940158188
[-0.11751154852446],-0.11724128307168293
[-9.724939897653503],0.29567490700020627
[0.22905691043640708],0.22705916767211592
[-1.2930869289005678],-0.9616859373281162
[0.1937324788075543],0.19252288092983497
[6.867393132874248],0.551538763843187
[6.0835236214083075],-0.19833774896350892
[8.78764866516886],0.5948904039786702
[-8.438051921287597],-0.8342251122684905
[-5.432673705359601],0.7516179553854374
[-4.780943866341749],0.9976510339890627
[-8.15376321507916],-0.9554010135341476
[-8.91173036147767],-0.49083475124942383
[-7.831566316867868],-0.9997487872981798
[-7.8448015732284615],-0.9999578635382665
[4.009795469024198],-0.7631688309890312
[8.049185081933693],0.9810082278404405
[2.077845037423094],0.8741814570273979
[4.5465660312133025],-0.9862828500183203
[-1.2651082023103815],-0.9536400876670835
[3.570330932351059],-0.4157236095251434
[8.798848143071837],0.5858510677662705
[1.9141274071470544],0.9416385648389601
[-6.003880891369137],0.2756870867942584
[-2.214662447424667],-0.799780939609516
[7.303672419561682],0.8523628588810599
[5.363015100170838],-0.7957047233481113
[-6.885797619821488],-0.5667965789943921
[-2.4254111998951284],-0.6565090666231426
[-6.531853201536704],-0.24611304642202295
[6.576349857762075],0.28898319944198864
[5.212181958687703],-0.8776817945725354
[3.9316624813404886],-0.7104024186209863
[-7.750055916434895],-0.994604581366711
[3.778857088051197],-0.594999024084552
[-0.7755664649930694],-0.7001206575677157
[-4.638688512028746],0.99728534959309
[-0.8407034664999546],-0.7451124734211328
[6.448374729956036],0.1644391781462064
[7.307266449012978],0.8542368504720572
[-4.591215272944371],0.9926674449366079
[1.9961320375468183],0.9109002610991511
[4.4664743281192525],-0.9699150645086391
[-4.120776405849414],0.8300424254835912
[-3.9398266319543946],0.7161245737604317
[-2.0793898012968786],-0.8734302778834617
[-4.078328890327139],0.8056288742222528
[7.94966026567122],0.9954262904467214
[1.3923719881942205],0.9841245613611148
[-8.584006431247479],-0.7451578655673745
[-6.156764329463007],0.12608449781613504
[1.2295524370968476],0.9423391151330297
[4.892338143487409],-0.983852792824834
[-4.20073670528698],0.87193671360281
[-7.649229795375076],-0.979111471883218
[3.7010600837688585],-0.530734900109123
[8.419222593035553],0.844459562613351
[9.95731785862866],-0.5077231500626009
[-5.427691310760034],0.7548949936457591
[9.940699199450563],-0.4933363872400401
[5.706244909165498],-0.5454621329309068
[8.361257622402253],0.8740710684865536
[-2.64480054374709],-0.47660788819366484
[-3.272899652619916],0.13093000196059695
[-4.281899695910454],0.9087616724687541
[-5.108664938758894],0.9225048139140738
[2.8239799568200183],0.3122995535977221
[5.943075233795508],-0.33359086231670576
[-3.690545796589677],0.5217944714210375
[6.499207352458967],0.21434583080985936
[-3.3031040191747563],0.16081008542748748
[-3.6757825380571134],0.5091439552250139
[-2.1254130158758056],-0.8501023609488242
[-1.985318355282427],-0.915308929255877
[-6.392533871659289],-0.10913077928193464
[-9.437996280731408],0.013217935039139797
[6.9180466221574655],0.5930658572656861
[-0.2559043127593448],-0.25312037563933376
[-4.548468071667628],0.9865950242590725
[9.700868845965832],-0.27259667057410975
[5.584550519571048],-0.6431729151825141
[4.044986737643798],-0.7854321901749556
[-3.8854720222938237],0.6771476224160621
[-9.3750850131985],-0.04967249822591012
[7.325178141432048],0.8634113271730232
[5.305229396170525],-0.8293570325964301
[-6.682264629282817],-0.3885701768849095
[-5.7544470947739],0.5044442598041
[-8.777664425117415],-0.6028860203174197
[7.817735186855355],0.9993431694526118
[-7.524999888811785],-0.9463718114039174
[5.4445747272484475],-0.7437150152615658
[8.060488651390184],0.9787530936071643
[0.609919704320177],0.5728016440589917
[3.544202241942667],-0.3918206036635979
[-3.2914870556752014],0.14933371947676818
[-2.5269734552255896],-0.5766474517959148
[-6.742091066208282],-0.4429673440223966
[-7.914154533826611],-0.99819015724712
[3.2578943864021817],-0.11603972539526156
[8.274152477085945],0.9130192639227837
[-2.3543858249890848],-0.7083845433511671
[-4.309141142918548],0.919791370866462
[-4.321499489241805],0.9245705197825737
[-7.759660770775197],-0.9955550841707966
[6.354972036386965],0.07172508825441616
[-3.3195342031126636],0.17700400204361658
[5.160461511408055],-0.9012838117649636
[3.438609220623224],-0.29266871332086863
[5.728304705198298],-0.5268418200188505
[-9.190935536347528],-0.2317170709103109
[-0.5825960050427863],-0.5501935489781773
[-2.065038609070628],-0.880328397092607
[3.7620919031855813],-0.5814414165993833
[0.3250985694383104],0.31940219370547523
[9.628696585764793],-0.2025083090116475
[0.3205124363670002],0.3150529420427218
[-9.441150813954021],0.016372121681776812
[-8.154893111314594],-0.955066732348563
[6.469317094416976],0.1850588901817292
[6.453158074393368],0.16915550878500707
[-9.123027009267993],-0.2971925006591633
[7.561282867160436],0.9574686684669964
[3.3017525884606123],-0.15947609664399537
[0.5482516938968924],0.5211959570490304
[-6.487967678527591],-0.20335408336348007
[4.968295557259719],-0.9674342182132838
[-9.158228107879916],-0.26340470439307784
[-8.48396799583201],-0.8080355430771513
[-4.7836011229568225],0.9974654867255939
[-3.9455120804555976],0.7200812649305849
[-4.301865956592179],0.9169122152226773
[-5.161924952555365],0.9006488415151027
[-1.4984604985934702],-0.9973849045620745
[7.280723449826734],0.8401382889792203
[8.190038848946305],0.944062202223424
[6.108943165940971],-0.17336180403046328
[3.254855639451563],-0.11302097536833774
[-9.962634827713526],0.5122966285151116
[-6.0940141510588886],0.18804490199862364
[4.5320080636266535],-0.9837754260484017
[-3.277508923634289],0.13549818758944215
[4.236472089060486],-0.8888730182178897
[-5.465873067412774],0.7293095439861583
[-1.8847781896261235],-0.9511113217251245
[-0.9819807129293512],-0.8315990424179197
[-4.226492265639196],0.8842565375718041
[1.7061242013372873],0.9908571492069108
[-0.9835968034999567],-0.8324954947533105
[-3.2830174687892484],0.1409538473259152
[9.74864535284065],-0.3182352645553246
[-3.1549480628342996],0.013355012220764824
[-3.3888033956446613],0.24470045369259702
[6.948142043903349],0.6170250875523683
[6.183087480938752],-0.09993075368607475
[1.221667759272787],0.9396711684183305
[-1.736714872884484],-0.9862670658973963
[-1.7653041443128181],-0.9811429192135933
[-7.598839212461925],-0.967627360702077
[2.41242738655637],0.6662473811060396
[7.625901024855683],0.9741021791936709
[3.619505238028861],-0.45992664382612064
[-4.225604759851887],0.8838417228666532
[-1.3982840649803947],-0.9851566267639084
[9.46700004445998],-0.042209539893360765
[1.635023746890102],0.9979381281963564
[6.79012020846519],0.4854999098337693
[-1.4384162960090485],-0.9912505523828173
[2.4726447312940874],0.6201610022153013
[6.484051913175172],0.19951858766026226
[3.0096965845640966],0.13151397826458816
[5.2329957378365854],-0.8675175342240042
[4.886364315292145],-0.9849044244535021
[-7.2022612787415525],-0.7950414854092884
[2.87157314729901],0.2667502362334378
[-0.09083700396919347],-0.09071213400797654
[5.32198234384261],-0.8198808989163632
[-8.10361799528325],-0.9690023232994666
[-7.064787013599614],-0.7044171913728257
[7.558556707573988],0.9566785129054721
[8.766532245406871],0.6117300380110333
[-7.6704404495167715],-0.983203548682953
[-8.038007260769927],-0.9831150165738662
[0.046836629886502834],0.04681950774710041
[-4.067759388662928],0.7993224009971891
[9.628392088106203],-0.2022101109951952
[0.30192803750377983],0.2973615808272399
[-1.411813287181925],-0.9873887931534141
[-2.112751284662842],-0.8567019287811398
[-2.05955510614279],-0.882916329358364
[4.574541096090112],-0.9905140157671111
[0.2923798514375484],0.28823189124443616
[1.969633646316197],0.9215131404485427
[1.0028580292623346],0.8430117458017822
[3.312530152617967],-0.17010625934525506
[6.172289123927605],-0.11066902344222054
[4.112089971996394],-0.8251667451812763
[7.87704234534441],0.9997341135789901
[0.003471172027158076],0.0034711650564499276
[0.5385080160074942],0.5128557322676268
[-3.005943769644772],-0.13523326259249638
[9.156154112336683],0.2654048897108551
[-8.082763519093017],-0.9739433753858662
[3.449990795491761],-0.3035327424724643
[4.212454654576659],-0.8776140458826567
[-0.21731270004862147],-0.21560630908822065
[-2.2806085753485394],-0.7584842453567252
[7.394547293851687],0.896303477788358
[-1.5035667004740425],-0.9977409397440152
[4.324657203599603],-0.9257690320551437
[8.98512023169561],0.4256297699329934
[-5.127513138403581],0.9150662541784101
[-7.627153503589616],-0.9743846108663732
[9.826591894037286],-0.39108844390931513
[-4.368002381602185],0.9412827258020653
[9.406278714886348],0.018498190759296068
[-2.9506206340693524],-0.18981333289287294
[1.7961547578978099],0.9747140761939191
[0.334686883433708],0.32847344324882144
[9.829304407729477],-0.39358347247304687
[-4.835842318886505],0.9923893100139353
[4.1318581762202005],-0.8361716387030047
[3.488488915699673],-0.3399805938563247
[-8.803781570808312],-0.5818458123030876
[6.903623556625465],0.5813917865109784
[7.789090931647593],0.9978953370580731
[-5.463678199757311],0.73080947915766
[-7.347461149291461],-0.874437841260883
[-8.970651513997105],-0.4386774674093562
[-2.057997003807137],-0.8836468336867298
[-4.939855993327534],0.9742407349727759
[-9.825495482407312],0.3900791232014558
[-8.663515417234287],-0.6898360328108997
[3.358587702101282],-0.21529611772426402
[-9.735285262332365],0.30554171747704467
[-0.6908473699738273],-0.6371904843310489
[-6.736576722968279],-0.4380168173576979
[3.210778900389821],-0.06913106395065638
[2.423507802292015],0.6579436438417625
[0.6488845378454204],0.60429802806772
[-9.4880163028385],0.0631962012147397
[2.7061208635307192],0.4218382067216072
[-7.439036458203667],-0.9151384236964879
[-9.175938713748454],-0.24627912485758122
[3.2897450408299136],-0.14761101238641192
[1.6213421087368936],0.998722833915431
[3.0132390042327106],0.12800150911122407
[-9.876765474265017],0.4367543245987191
[-1.6898305205335795],-0.9929237915984028
[2.4032346956418404],0.6730744067037653
[-1.5259864777004033],-0.9989962066905324
[-9.257980189349713],-0.1660254193320925
[6.503613414076547],0.21864739149881912
[-1.6326924411583867],-0.9980850469998073
[5.49652864735695],-0.7079961123455221
[1.8789976569706575],0.9528807288532252
[6.149809607825063],-0.13298061249490858
[-3.6896575380318763],0.5210365178482662
[9.917971408106052],-0.47344116715509255
[9.654268832521641],-0.22748177294382782
[-9.130445040950146],-0.2901015217358948
[2.488440783133983],0.6076925485412512
[-1.692781738836235],-0.9925690011960032
[3.176395017892929],-0.03479533926485729
[-4.719068689035577],0.99997769082912
[4.365554938378409],-0.9404536032897393
[-0.8807257410048503],-0.7712010825959327
[-7.895420596670169],-0.9991415290422101
[-3.0219600245660754],-0.11934747014104294
[2.929813830614618],0.21019931298467076
[-7.011724117477181],-0.6657800823196232
[5.316221762999669],-0.8231654061780931
[-2.9182569132748952],-0.22148374337147653
[1.5651691825644463],0.9999841676656822
[-8.256056419236193],-0.9202510526847754
[-1.0911146863541692],-0.8871418896418944
[-7.301389368396391],-0.8511667150524006
[8.785256025795107],0.5968119192045058
[5.131869353175251],-0.9133007004564339
[-2.572872914291917],-0.538553754048228
[6.015736682353264],-0.26427163007277177
[0.6168188375563055],0.5784431453483319
[-6.9607211719165445],-0.6268750725987444
[2.9693178480888065],0.17142392304566004
[-6.311006178982888],-0.02781728304551702
[1.4031454701730173],0.9859794806780227
[5.828899346177055],-0.4388208084260334
[-4.665636633851802],0.9989073081007702
[7.20936222167008],0.7993285177921391
[4.393711171059795],-0.9496505052134553
[1.5952291383088522],0.9997015337089648
[-2.974289317229399],-0.16652394653735317
[5.264826003046515],-0.8512481910942382
[6.837048071386647],0.5259764224612982
[3.9639711955097567],-0.7327664517232887
[0.07542832989796366],0.07535682617084878
[-3.9293589604979173],0.7087793271934664
[-7.730740455919934],-0.9924154131145534
[-6.521148040765327],-0.23572326027615462
[8.400203726263634],0.8544930976169587
[-9.918422577612677],0.47383852053680214
[5.737095763425131],-0.5193494812106368
[4.6202633886932425],-0.9957594381323283
[3.4807470174651183],-0.3326897455955754
[3.3527843390181626],-0.20962525674140248
[9.928016849584061],-0.48226541129741535
[-8.463007348436246],-0.8202057652207217
[-9.87365891397273],0.433957619529907
[-8.378136347620789],-0.8657473009447715
[9.264886078653198],0.15921146875855408
[9.62015629075323],-0.19413768083529553
[1.585903574245144],0.9998858877075738
[-1.128856752289689],-0.9039238205963511
[-8.465514452219479],-0.8187689536001865
[8.285085816373261],0.9085048942518178
[-4.024827951029608],0.7727962150524283
[-8.807864446112392],-0.5785203730161522
[0.9019894771895594],0.7845620374532855
[-8.472028604057552],-0.8150116827941221
[-2.617845914786723],-0.5001281344204125
[-1.3122492927635534],-0.966762487218544
[9.658662351490364],-0.23175789481798137
[9.64830257318252],-0.2216679207027923
[5.344270674299752],-0.8069174883400897
[4.045749155736498],-0.7859038587875109
[7.685073976872687],0.9857689840040902
[-8.255648845507935],-0.9204104714643757
[9.843647251489259],-0.40672775447962844
[6.375612024928131],0.0922951783543391
[-0.3644348566801625],-0.3564213236990135
[9.185814987267648],0.2366951955734471
[0.9739280921088866],0.8270998923084938
[4.716069498366306],-0.9999932269013393
[-9.150662238900836],-0.2706957793438411
[-7.6583849861887865],-0.9809318845615308
[-1.5371877568181311],-0.9994352851705369
[4.592111828894648],-0.9927754193073857
[-1.6542483922009588],-0.9965198967848025
[-5.820752782164488],0.4461264614716828
[2.3496237091626746],0.711737726906202
[-9.730962165912116],0.30142251485505855
[-2.677079835896123],-0.447987294195268
[-0.8554480329379821],-0.7548648478977923
[-5.582561240753732],0.6446948740887173
[-8.20071760922401],-0.9404869338233478
[8.06295528107605],0.9782443529800287
[-6.302476128433144],-0.019289624808335473
[-0.6856235699665021],-0.633155792940219
[-1.0421707426640445],-0.8635010684132054
[6.985147674046388],0.6457173468377473
[9.787600946467816],-0.3549148494349121
[-0.06136529310277972],-0.061326786481213015
[-2.143820783378012],-0.8402650333749354
[-3.635776614838722],0.4743134046173424
[-8.243776588258484],-0.9249869964192396
[-4.33904211368588],0.9311118474832154
[-5.3621079792027615],0.796253825212066
[-2.515441506324592],-0.5860304230436165
[-6.374344003720067],-0.09103249559154993
[4.275699363519614],-0.9061567260485238
[2.523815396758158],0.5792246839206558
[2.5922032897240914],0.5221665492355803
[-7.710196283663486],-0.9896806835685618
[5.11313361459403],-0.9207707644552681
[5.9979997103319995],-0.28133555662935333
[-6.3478263378983275],-0.06459602343190096
[-3.3354554968798595],0.1926508049804661
[-0.494551777129125],-0.47463718146493733
[1.7745982868381365],0.9793041634297114
[6.947503363667195],0.6165223564925402
[-7.62525032495833],-0.973954844361092
[-8.462919601640113],-0.820255959251391
[3.6137389762467897],-0.45479883397161697
[-0.8456931264112342],-0.7484309821483047
[-7.162469915299583],-0.7702828689564557
[2.5260110560598843],0.5774334580980812
[-3.3477275105871414],0.20467812278829434
[8.272790984003262],0.9135737929503139
[-6.573884925119906],-0.2866225596748176
[-6.062052346774354],0.21933513595431414
[6.984203133601998],0.6449958299951993
[-6.349834383901587],-0.06659974404271299
[-2.3204190892806853],-0.7319459565165022
[-8.842765323631685],-0.5497063215066634
[1.25527956324974],0.9506361501106613
[-6.422997362187315],-0.13935700604301413
[-7.007994063348746],-0.6629922846405584
[2.6830127153014427],0.4426752099225105
[9.58496696588967],-0.1595047947789264
[-4.49882622323565],0.9772820171136106
[0.928233511502139],0.8005626238598578
[2.4261806968069557],0.6559284268388461
[9.891653451494342],-0.450098365863322
[-1.3269281850296988],-0.9704112428647486
[4.769665123017958],-0.9983601701122878
[8.383889222168293],0.8628537840796836
[-5.08189202506127],0.9325069371866637
[5.775231828374277],-0.48639013569364886
[-8.117233363209328],-0.9655489140862731
[4.205319763210349],-0.8741714988770293
[3.298904839147747],-0.15666415057473781
[3.834402893621256],-0.6387020522862927
[4.220488203298654],-0.881436710331126
[-6.084639307158513],0.1972441045086795
[4.42430215901677],-0.9587891991590981
[9.616521284293139],-0.1905705582051345
[6.9194257333876195],0.5941756897830106
[6.250001271084397],-0.03317794616296907
[-8.803670052395528],-0.5819365065113185
[0.5744705062979314],0.5433903674297167
[-9.043001953113663],-0.3725691990692033
[-1.82587552405543],-0.9676433155085586
[-5.098746782522716],0.9262876434960302
[-7.330246519231216],-0.8659572261631687
[-5.1731781757815725],0.8957018567155288
[2.095957915786691],0.8652429398219564
[6.016126545546882],-0.26389560710782417
[-3.8470900346996206],0.6484125605609765
[-9.43429398745842],0.00951588306943143
[-1.4571022890956105],-0.9935437919848691
[-2.0654094935109075],-0.8801524020460277
[-6.557834270868586],-0.27120907404117406
[7.935633948337031],0.9966683014609111
[-9.06773009062243],-0.3495098132893586
